# Time temperature
02:41:33.445 29.0
02:41:33.523 29.0
02:41:33.607 29.0
02:41:33.686 29.0
02:41:33.764 29.0
02:41:33.843 29.0
02:41:33.927 29.0
02:41:34.005 29.0
02:41:34.084 29.0
02:41:34.172 29.0
02:41:34.251 29.0
02:41:34.330 29.0
02:41:34.408 29.0
02:41:34.492 29.0
02:41:34.570 29.0
02:41:34.649 29.0
02:41:34.727 29.0
02:41:34.811 29.0
02:41:34.890 29.0
02:41:34.985 29.0
02:41:35.068 29.0
02:41:35.147 29.0
02:41:35.225 29.0
02:41:35.304 29.0
02:41:35.388 29.0
02:41:35.466 29.0
02:41:35.545 29.0
02:41:35.623 29.0
02:41:35.707 29.0
02:41:35.785 29.0
02:41:35.864 29.0
02:41:35.943 29.0
02:41:36.026 29.0
02:41:36.105 29.0
02:41:36.184 29.0
02:41:36.267 29.0
02:41:36.346 29.0
02:41:36.425 29.0
02:41:36.503 29.0
02:41:36.587 29.0
02:41:36.665 29.500
02:41:36.744 29.0
02:41:36.822 29.500
02:41:36.906 29.500
02:41:36.985 29.500
02:41:37.064 29.500
02:41:37.142 29.500
02:41:37.226 29.500
02:41:37.304 29.500
02:41:37.383 29.500
02:41:37.466 29.500
02:41:37.545 29.500
02:41:37.624 29.500
02:41:37.702 29.500
02:41:37.786 29.500
02:41:37.865 29.500
02:41:37.943 29.500
02:41:38.022 29.500
02:41:38.105 29.500
02:41:38.184 29.500
02:41:38.262 29.500
02:41:38.341 29.500
02:41:38.425 29.500
02:41:38.503 29.500
02:41:38.582 29.500
02:41:38.665 29.500
02:41:38.744 29.500
02:41:38.823 29.500
02:41:38.901 29.500
02:41:38.985 29.500
02:41:39.064 29.500
02:41:39.142 29.500
02:41:39.221 29.500
02:41:39.305 29.500
02:41:39.383 29.500
02:41:39.462 29.500
02:41:39.540 29.500
02:41:39.624 29.500
02:41:39.703 29.500
02:41:39.781 29.500
02:41:39.865 29.500
02:41:39.944 29.500
02:41:40.023 29.500
02:41:40.128 29.500
02:41:40.212 29.500
02:41:40.290 29.500
02:41:40.369 29.500
02:41:40.447 29.500
02:41:40.531 29.500
02:41:40.610 29.500
02:41:40.688 29.500
02:41:40.772 29.500
02:41:40.850 29.500
02:41:40.929 29.500
02:41:41.008 29.500
02:41:41.091 29.500
02:41:41.170 29.500
02:41:41.248 29.500
02:41:41.327 29.500
02:41:41.411 29.500
02:41:41.489 29.500
02:41:41.568 29.500
02:41:41.646 29.500
02:41:41.730 29.500
02:41:41.809 29.500
02:41:41.887 29.500
02:41:41.971 29.500
02:41:42.050 30.0
02:41:42.128 30.0
02:41:42.207 30.0
02:41:42.291 30.0
02:41:42.369 29.500
02:41:42.448 30.0
02:41:42.526 30.0
02:41:42.610 30.0
02:41:42.689 30.0
02:41:42.767 30.0
02:41:42.846 30.0
02:41:42.929 30.0
02:41:43.011 30.0
02:41:43.090 30.0
02:41:43.173 30.0
02:41:43.252 30.0
02:41:43.331 30.0
02:41:43.409 30.0
02:41:43.493 30.0
02:41:43.571 30.0
02:41:43.650 30.0
02:41:43.729 30.0
02:41:43.812 30.0
02:41:43.891 30.0
02:41:43.970 30.0
02:41:44.048 30.0
02:41:44.132 30.0
02:41:44.229 30.0
02:41:44.307 30.0
02:41:44.391 30.0
02:41:44.470 30.0
02:41:44.548 30.0
02:41:44.627 30.0
02:41:44.710 30.0
02:41:44.789 30.0
02:41:44.868 30.0
02:41:44.946 30.0
02:41:45.030 30.0
02:41:45.139 30.0
02:41:45.217 30.0
02:41:45.301 30.0
02:41:45.379 30.0
02:41:45.458 30.0
02:41:45.536 30.0
02:41:45.620 30.0
02:41:45.698 30.0
02:41:45.777 30.0
02:41:45.861 30.0
02:41:45.939 30.0
02:41:46.018 30.0
02:41:46.097 30.0
02:41:46.180 30.0
02:41:46.259 30.0
02:41:46.337 30.0
02:41:46.416 30.0
02:41:46.500 30.0
02:41:46.578 30.0
02:41:46.657 30.0
02:41:46.735 30.0
02:41:46.819 30.0
02:41:46.898 30.0
02:41:46.976 30.0
02:41:47.060 30.0
02:41:47.139 30.0
02:41:47.217 30.0
02:41:47.296 30.0
02:41:47.379 30.0
02:41:47.458 30.0
02:41:47.536 30.0
02:41:47.615 30.0
02:41:47.699 30.0
02:41:47.777 30.0
02:41:47.856 30.0
02:41:47.934 30.0
02:41:48.018 30.0
02:41:48.097 30.0
02:41:48.175 30.0
02:41:48.254 30.0
02:41:48.338 30.0
02:41:48.416 30.0
02:41:48.495 30.0
02:41:48.578 30.0
02:41:48.657 30.0
02:41:48.735 30.500
02:41:48.814 30.0
02:41:48.898 30.0
02:41:48.976 30.500
02:41:49.055 30.500
02:41:49.134 30.500
02:41:49.217 30.500
02:41:49.296 30.500
02:41:49.374 30.500
02:41:49.453 30.500
02:41:49.537 30.500
02:41:49.615 30.500
02:41:49.694 30.500
02:41:49.777 30.500
02:41:49.856 30.500
02:41:49.935 30.500
02:41:50.013 30.500
02:41:50.097 30.500
02:41:50.303 30.500
02:41:50.387 30.500
02:41:50.465 30.500
02:41:50.544 30.500
02:41:50.622 30.500
02:41:50.706 30.500
02:41:50.785 30.500
02:41:50.863 30.500
02:41:50.942 30.500
02:41:51.026 30.500
02:41:51.104 30.500
02:41:51.183 30.500
02:41:51.267 30.500
02:41:51.345 30.500
02:41:51.424 30.500
02:41:51.502 30.500
02:41:51.586 30.500
02:41:51.665 30.500
02:41:51.743 30.500
02:41:51.822 30.500
02:41:51.906 30.500
02:41:51.984 30.500
02:41:52.063 30.500
02:41:52.141 30.500
02:41:52.225 30.500
02:41:52.304 30.500
02:41:52.382 30.500
02:41:52.466 30.500
02:41:52.545 30.500
02:41:52.623 30.500
02:41:52.702 30.500
02:41:52.785 30.500
02:41:52.864 30.500
02:41:52.942 30.500
02:41:53.024 30.500
02:41:53.108 30.500
02:41:53.186 30.500
02:41:53.265 30.500
02:41:53.344 30.500
02:41:53.427 30.500
02:41:53.506 30.500
02:41:53.584 30.500
02:41:53.668 30.500
02:41:53.746 30.500
02:41:53.825 30.500
02:41:53.904 30.500
02:41:53.987 30.500
02:41:54.066 30.500
02:41:54.145 30.500
02:41:54.223 30.500
02:41:54.307 30.500
02:41:54.385 30.500
02:41:54.464 30.500
02:41:54.543 30.500
02:41:54.626 30.500
02:41:54.705 30.500
02:41:54.783 30.500
02:41:54.867 30.500
02:41:54.945 30.500
02:41:55.024 30.500
02:41:55.103 30.500
02:41:55.187 30.500
02:41:55.265 30.500
02:41:55.344 30.500
02:41:55.433 30.500
02:41:55.516 30.500
02:41:55.595 30.500
02:41:55.674 30.500
02:41:55.752 30.500
02:41:55.836 30.500
02:41:55.914 30.500
02:41:55.993 30.500
02:41:56.077 30.500
02:41:56.156 30.500
02:41:56.234 30.500
02:41:56.313 30.500
02:41:56.396 30.500
02:41:56.475 30.500
02:41:56.554 30.500
02:41:56.632 30.500
02:41:56.716 30.500
02:41:56.795 30.500
02:41:56.873 30.500
02:41:56.952 30.500
02:41:57.035 30.500
02:41:57.114 30.500
02:41:57.193 30.500
02:41:57.277 30.500
02:41:57.355 30.500
02:41:57.434 30.500
02:41:57.512 30.500
02:41:57.596 30.500
02:41:57.675 30.500
02:41:57.753 30.500
02:41:57.832 30.500
02:41:57.915 30.500
02:41:57.994 30.500
02:41:58.073 30.500
02:41:58.151 30.500
02:41:58.235 30.500
02:41:58.314 30.500
02:41:58.392 30.500
02:41:58.476 30.500
02:41:58.554 30.500
02:41:58.633 30.500
02:41:58.712 30.500
02:41:58.795 30.500
02:41:58.874 30.500
02:41:58.952 30.500
02:41:59.031 30.500
02:41:59.115 30.500
02:41:59.193 30.500
02:41:59.272 30.500
02:41:59.351 30.500
02:41:59.434 30.500
02:41:59.513 30.500
02:41:59.591 30.500
02:41:59.675 30.500
02:41:59.754 30.0
02:41:59.832 30.500
02:41:59.911 30.500
02:41:59.995 30.500
02:42:00.073 30.500
02:42:00.152 30.0
02:42:00.231 30.500
02:42:00.314 30.500
02:42:00.393 30.0
02:42:00.471 30.500
02:42:00.562 30.500
02:42:00.641 30.500
02:42:00.720 30.500
02:42:00.798 30.0
02:42:00.882 30.0
02:42:00.960 30.500
02:42:01.039 30.0
02:42:01.118 30.0
02:42:01.201 30.0
02:42:01.280 30.500
02:42:01.358 30.0
02:42:01.437 30.500
02:42:01.521 30.0
02:42:01.599 30.0
02:42:01.678 30.0
02:42:01.762 30.0
02:42:01.840 30.0
02:42:01.919 30.0
02:42:01.997 30.0
02:42:02.081 30.0
02:42:02.160 30.0
02:42:02.239 30.0
02:42:02.317 30.0
02:42:02.401 30.0
02:42:02.480 30.0
02:42:02.558 30.0
02:42:02.637 30.0
02:42:02.720 30.0
02:42:02.799 30.0
02:42:02.877 30.0
02:42:02.956 30.0
02:42:03.043 30.0
02:42:03.121 30.0
02:42:03.200 30.0
02:42:03.283 30.0
02:42:03.362 30.0
02:42:03.441 30.0
02:42:03.519 30.0
02:42:03.603 30.0
02:42:03.682 30.0
02:42:03.760 30.0
02:42:03.839 30.0
02:42:03.922 30.0
02:42:04.001 30.0
02:42:04.080 30.0
02:42:04.163 30.0
02:42:04.243 30.0
02:42:04.322 30.0
02:42:04.400 30.0
02:42:04.484 30.0
02:42:04.562 30.0
02:42:04.641 30.0
02:42:04.720 30.0
02:42:04.803 30.0
02:42:04.882 30.0
02:42:04.961 30.0
02:42:05.039 30.0
02:42:05.123 30.0
02:42:05.201 30.0
02:42:05.280 30.0
02:42:05.364 30.0
02:42:05.442 30.0
02:42:05.521 30.0
02:42:05.600 30.0
02:42:05.690 30.0
02:42:05.769 30.0
02:42:05.847 30.0
02:42:05.926 30.0
02:42:06.010 30.0
02:42:06.088 30.0
02:42:06.167 30.0
02:42:06.246 30.0
02:42:06.329 30.0
02:42:06.408 30.0
02:42:06.486 30.0
02:42:06.570 30.0
02:42:06.649 30.0
02:42:06.727 30.0
02:42:06.806 30.0
02:42:06.889 30.0
02:42:06.968 30.0
02:42:07.047 30.0
02:42:07.125 30.0
02:42:07.209 30.0
02:42:07.288 30.0
02:42:07.366 30.0
02:42:07.445 30.0
02:42:07.529 30.0
02:42:07.607 30.0
02:42:07.686 30.0
02:42:07.769 30.0
02:42:07.848 30.0
02:42:07.926 30.0
02:42:08.005 30.0
02:42:08.088 30.0
02:42:08.167 30.0
02:42:08.246 30.0
02:42:08.324 30.0
02:42:08.408 30.0
02:42:08.487 30.0
02:42:08.565 30.0
02:42:08.644 30.0
02:42:08.728 30.0
02:42:08.806 30.0
02:42:08.885 30.0
02:42:08.968 30.0
02:42:09.047 30.0
02:42:09.125 30.0
02:42:09.204 30.0
02:42:09.288 30.0
02:42:09.366 30.0
02:42:09.445 30.0
02:42:09.524 30.0
02:42:09.607 30.0
02:42:09.686 30.0
02:42:09.765 30.0
02:42:09.843 30.0
02:42:09.927 30.0
02:42:10.005 30.0
02:42:10.084 30.0
02:42:10.168 30.0
02:42:10.246 30.0
02:42:10.325 30.0
02:42:10.404 30.0
02:42:10.487 30.0
02:42:10.566 30.0
02:42:10.644 30.0
02:42:10.723 30.0
02:42:10.818 30.0
02:42:10.897 30.0
02:42:10.975 30.0
02:42:11.054 30.0
02:42:11.137 30.0
02:42:11.216 30.0
02:42:11.295 30.0
02:42:11.378 30.0
02:42:11.457 30.0
02:42:11.536 30.0
02:42:11.614 30.0
02:42:11.698 30.0
02:42:11.777 30.0
02:42:11.855 30.0
02:42:11.934 30.0
02:42:12.017 30.0
02:42:12.096 30.0
02:42:12.175 30.0
02:42:12.254 30.0
02:42:12.337 30.0
02:42:12.416 30.0
02:42:12.494 30.0
02:42:12.578 30.0
02:42:12.656 30.0
02:42:12.735 30.0
02:42:12.814 30.0
02:42:12.897 30.0
02:42:12.976 30.0
02:42:13.057 30.0
02:42:13.136 30.0
02:42:13.220 30.0
02:42:13.298 30.0
02:42:13.377 30.0
02:42:13.455 30.0
02:42:13.539 30.0
02:42:13.617 30.0
02:42:13.696 30.0
02:42:13.780 30.0
02:42:13.858 30.0
02:42:13.937 30.0
02:42:14.015 30.0
02:42:14.099 30.0
02:42:14.178 30.0
02:42:14.256 30.0
02:42:14.335 30.0
02:42:14.419 30.0
02:42:14.497 30.0
02:42:14.576 30.0
02:42:14.654 30.0
02:42:14.738 30.0
02:42:14.817 30.0
02:42:14.895 30.0
02:42:14.979 30.0
02:42:15.057 30.0
02:42:15.136 30.0
02:42:15.215 30.0
02:42:15.298 30.0
02:42:15.377 30.0
02:42:15.456 30.0
02:42:15.534 30.0
02:42:15.618 30.0
02:42:15.696 30.0
02:42:15.775 30.0
02:42:15.854 30.0
02:42:16.052 30.0
02:42:16.131 29.500
02:42:16.214 29.500
02:42:16.293 29.500
02:42:16.372 29.500
02:42:16.450 29.500
02:42:16.534 29.500
02:42:16.613 29.500
02:42:16.691 29.500
02:42:16.775 29.500
02:42:16.854 30.0
02:42:16.932 29.500
02:42:17.011 29.500
02:42:17.094 29.500
02:42:17.173 29.500
02:42:17.252 29.500
02:42:17.330 29.500
02:42:17.414 29.500
02:42:17.492 29.500
02:42:17.571 29.500
02:42:17.650 29.500
02:42:17.733 29.500
02:42:17.812 29.500
02:42:17.891 29.500
02:42:17.974 29.500
02:42:18.053 29.500
02:42:18.131 29.500
02:42:18.210 29.500
02:42:18.294 29.500
02:42:18.372 29.500
02:42:18.451 29.500
02:42:18.529 29.500
02:42:18.613 29.500
02:42:18.692 29.500
02:42:18.770 29.500
02:42:18.849 29.500
02:42:18.932 29.500
02:42:19.011 29.500
02:42:19.089 29.500
02:42:19.173 29.500
02:42:19.261 29.500
02:42:19.340 29.500
02:42:19.418 29.500
02:42:19.502 29.500
02:42:19.581 29.500
02:42:19.659 29.500
02:42:19.738 29.500
02:42:19.821 29.500
02:42:19.900 29.500
02:42:19.979 29.500
02:42:20.057 29.500
02:42:20.141 29.500
02:42:20.219 29.500
02:42:20.298 29.500
02:42:20.382 29.500
02:42:20.460 29.500
02:42:20.539 29.500
02:42:20.617 29.500
02:42:20.701 29.500
02:42:20.779 29.500
02:42:20.858 29.500
02:42:20.937 29.500
02:42:21.020 29.500
02:42:21.099 29.500
02:42:21.204 29.500
02:42:21.288 29.500
02:42:21.367 29.500
02:42:21.445 29.500
02:42:21.524 29.500
02:42:21.608 29.500
02:42:21.686 29.500
02:42:21.765 29.500
02:42:21.843 29.500
02:42:21.927 29.500
02:42:22.005 29.500
02:42:22.084 29.500
02:42:22.168 29.500
02:42:22.246 29.500
02:42:22.325 29.500
02:42:22.404 29.500
02:42:22.487 29.500
02:42:22.566 29.500
02:42:22.645 29.500
02:42:22.723 29.500
02:42:22.807 29.500
02:42:22.886 29.500
02:42:22.964 29.500
02:42:23.043 29.500
02:42:23.129 29.500
02:42:23.208 29.500
02:42:23.286 29.500
02:42:23.370 29.500
02:42:23.449 29.500
02:42:23.527 29.500
02:42:23.606 29.500
02:42:23.690 29.500
02:42:23.768 29.500
02:42:23.847 29.500
02:42:23.925 29.500
02:42:24.009 29.500
02:42:24.087 29.500
02:42:24.166 29.500
02:42:24.245 29.500
02:42:24.329 29.500
02:42:24.407 29.500
02:42:24.486 29.500
02:42:24.569 29.500
02:42:24.648 29.500
02:42:24.726 29.500
02:42:24.805 29.500
02:42:24.889 29.500
02:42:24.967 29.500
02:42:25.046 29.500
02:42:25.124 29.500
02:42:25.208 29.500
02:42:25.287 29.500
02:42:25.365 29.500
02:42:25.444 29.500
02:42:25.528 29.500
02:42:25.606 29.500
02:42:25.685 29.500
02:42:25.769 29.500
02:42:25.847 29.500
02:42:25.926 29.500
02:42:26.005 29.500
02:42:26.089 29.500
02:42:26.167 29.500
02:42:26.246 29.500
02:42:26.339 29.500
02:42:26.423 29.500
02:42:26.502 29.500
02:42:26.580 29.500
02:42:26.664 29.500
02:42:26.743 29.500
02:42:26.821 29.500
02:42:26.900 29.500
02:42:26.983 29.500
02:42:27.062 29.500
02:42:27.141 29.500
02:42:27.219 29.500
02:42:27.303 29.500
02:42:27.382 29.500
02:42:27.460 29.500
02:42:27.539 29.500
02:42:27.622 29.500
02:42:27.701 29.500
02:42:27.780 29.500
02:42:27.858 29.500
02:42:27.942 29.500
02:42:28.021 29.500
02:42:28.099 29.500
02:42:28.183 29.500
02:42:28.261 29.500
02:42:28.340 29.500
02:42:28.419 29.500
02:42:28.502 29.500
02:42:28.581 29.500
02:42:28.660 29.500
02:42:28.738 29.500
02:42:28.822 29.500
02:42:28.901 29.500
02:42:28.979 29.500
02:42:29.058 29.500
02:42:29.141 29.500
02:42:29.220 29.500
02:42:29.299 29.500
02:42:29.383 29.500
02:42:29.461 29.500
02:42:29.540 29.500
02:42:29.619 29.500
02:42:29.702 29.500
02:42:29.781 29.500
02:42:29.859 29.500
02:42:29.938 29.500
02:42:30.022 29.500
02:42:30.100 29.500
02:42:30.179 29.500
02:42:30.258 29.500
02:42:30.341 29.500
02:42:30.420 29.500
02:42:30.499 29.500
02:42:30.583 29.500
02:42:30.661 29.500
02:42:30.740 29.500
02:42:30.819 29.500
02:42:30.902 29.500
02:42:30.981 29.500
02:42:31.059 29.500
02:42:31.138 29.500
02:42:31.222 29.500
02:42:31.300 29.500
02:42:31.379 29.500
02:42:31.473 29.500
02:42:31.551 29.500
02:42:31.630 29.500
02:42:31.709 29.500
02:42:31.792 29.500
02:42:31.871 29.500
02:42:31.949 29.0
02:42:32.028 29.500
02:42:32.112 29.500
02:42:32.190 29.500
02:42:32.269 29.500
02:42:32.348 29.500
02:42:32.431 29.500
02:42:32.510 29.500
02:42:32.589 29.500
02:42:32.672 29.500
02:42:32.751 29.500
02:42:32.830 29.500
02:42:32.908 29.500
02:42:32.992 29.500
02:42:33.070 29.0
02:42:33.152 29.0
02:42:33.231 29.0
02:42:33.314 29.0
02:42:33.393 29.500
02:42:33.472 29.0
02:42:33.550 29.500
02:42:33.634 29.0
02:42:33.713 29.500
02:42:33.791 29.0
02:42:33.875 29.0
02:42:33.954 29.0
02:42:34.032 29.0
02:42:34.111 29.500
02:42:34.195 29.0
02:42:34.273 29.0
02:42:34.352 29.0
02:42:34.431 29.0
02:42:34.514 29.0
02:42:34.593 29.0
02:42:34.672 29.0
02:42:34.750 29.0
02:42:34.834 29.0
02:42:34.912 29.0
02:42:34.991 29.0
02:42:35.075 29.0
02:42:35.153 29.0
02:42:35.232 29.0
02:42:35.311 29.0
02:42:35.394 29.0
02:42:35.473 29.0
02:42:35.552 29.0
02:42:35.630 29.0
02:42:35.714 29.0
02:42:35.792 29.0
02:42:35.871 29.0
02:42:35.950 29.0
02:42:36.033 29.0
02:42:36.112 29.0
02:42:36.191 29.0
02:42:36.274 29.0
02:42:36.353 29.0
02:42:36.432 29.0
02:42:36.511 29.0
02:42:36.712 29.0
02:42:36.790 29.0
02:42:36.874 29.0
02:42:36.953 29.0
02:42:37.031 29.0
02:42:37.110 29.0
02:42:37.194 29.0
02:42:37.272 29.0
02:42:37.351 29.0
02:42:37.430 29.0
02:42:37.514 29.0
02:42:37.592 29.0
02:42:37.671 29.0
02:42:37.750 29.0
02:42:37.833 29.0
02:42:37.912 29.0
02:42:37.991 29.0
02:42:38.074 29.0
02:42:38.153 29.0
02:42:38.231 29.0
02:42:38.310 29.0
02:42:38.394 29.0
02:42:38.472 29.0
02:42:38.551 29.0
02:42:38.630 29.0
